user_id	item_id	time
1	1	0
1	2	1
1	3	2
1	4	3
1	5	4
1	6	5
2	9	8
2	10	9
2	11	10
2	12	11
2	13	12
2	14	13
2	15	14
2	16	15
2	1	16
2	17	17
2	18	18
2	19	19
2	20	20
2	21	21
2	22	22
2	23	23
2	24	24
3	27	27
3	28	28
3	29	29
3	1	30
3	30	31
3	31	32
3	32	33
3	33	34
3	34	35
3	35	36
3	36	37
3	37	38
3	38	39
3	39	40
3	40	41
3	41	42
3	42	43
3	43	44
3	44	45
3	24	46
3	45	47
4	48	50
4	49	51
4	50	52
5	52	55
5	53	56
5	54	57
5	55	58
5	56	59
5	1	60
5	57	61
6	47	64
6	60	65
6	61	66
6	62	67
6	63	68
6	64	69
6	65	70
6	66	71
6	67	72
6	68	73
6	69	74
6	70	75
6	71	76
6	72	77
6	73	78
6	74	79
6	75	80
6	76	81
6	77	82
6	78	83
6	79	84
6	80	85
6	81	86
6	82	87
6	83	88
6	84	89
6	85	90
6	86	91
6	1	92
6	87	93
6	23	94
6	88	95
6	89	96
6	90	97
6	91	98
6	92	99
6	93	100
6	94	101
6	95	102
6	96	103
6	97	104
6	98	105
6	99	106
6	100	107
6	101	108
6	102	109
6	103	110
6	104	111
6	105	112
6	106	113
6	107	114
6	108	115
6	109	116
6	110	117
6	111	118
6	112	119
6	113	120
6	114	121
6	115	122
6	116	123
6	117	124
6	118	125
6	119	126
6	120	127
6	121	128
6	122	129
6	123	130
6	124	131
6	125	132
6	126	133
6	127	134
6	128	135
6	129	136
6	130	137
6	131	138
6	132	139
6	133	140
6	134	141
6	135	142
6	136	143
6	137	144
6	138	145
6	139	146
6	140	147
6	141	148
6	142	149
6	143	150
6	144	151
6	145	152
6	146	153
7	149	156
7	150	157
7	151	158
7	1	159
8	154	162
8	155	163
8	156	164
9	159	167
9	160	168
9	161	169
9	162	170
9	163	171
9	164	172
9	156	173
10	167	176
10	168	177
10	169	178
10	170	179
10	171	180
10	172	181
10	173	182
10	156	183
11	176	186
11	177	187
11	178	188
11	179	189
11	180	190
11	181	191
11	156	192
12	184	195
12	185	196
12	186	197
12	187	198
12	188	199
12	189	200
13	191	203
13	192	204
13	193	205
13	194	206
13	195	207
13	196	208
13	156	209
13	197	210
14	200	213
14	156	214
14	201	215
14	158	216
15	204	219
15	205	220
15	206	221
15	207	222
15	208	223
15	209	224
15	210	225
15	211	226
15	212	227
15	213	228
15	156	229
15	214	230
15	215	231
15	216	232
15	217	233
15	218	234
15	219	235
15	220	236
15	169	237
15	221	238
15	222	239
15	223	240
16	226	243
16	227	244
16	228	245
16	229	246
16	230	247
16	231	248
16	232	249
16	233	250
16	234	251
16	235	252
16	236	253
16	237	254
16	238	255
17	239	258
17	240	259
17	241	260
17	242	261
17	243	262
17	156	263
17	244	264
17	245	265
18	248	268
18	249	269
18	250	270
18	251	271
18	156	272
18	252	273
19	156	276
19	254	277
19	255	278
20	256	281
20	257	282
20	258	283
20	259	284
20	260	285
21	256	288
21	263	289
21	264	290
21	265	291
21	266	292
22	269	295
22	256	296
22	270	297
22	271	298
22	272	299
23	275	302
23	276	303
23	277	304
23	278	305
23	279	306
23	280	307
23	281	308
23	282	309
23	283	310
23	284	311
23	285	312
23	286	313
23	287	314
23	256	315
23	288	316
23	289	317
24	292	320
24	293	321
24	294	322
24	295	323
25	297	326
25	298	327
25	299	328
26	48	331
26	301	332
26	302	333
26	303	334
27	304	337
27	305	338
27	281	339
28	281	342
28	308	343
28	309	344
29	312	347
29	313	348
29	179	349
29	314	350
29	315	351
29	316	352
29	94	353
29	317	354
29	318	355
29	319	356
29	320	357
29	321	358
29	322	359
29	323	360
29	324	361
29	325	362
29	326	363
29	327	364
29	328	365
29	281	366
29	329	367
30	332	370
30	333	371
30	334	372
30	281	373
31	337	376
31	281	377
31	338	378
31	339	379
32	342	382
32	281	383
32	343	384
33	281	387
33	346	388
33	347	389
34	350	392
34	351	393
34	281	394
34	335	395
34	352	396
34	353	397
34	354	398
34	355	399
34	356	400
34	357	401
34	358	402
34	359	403
34	360	404
34	361	405
34	362	406
35	281	409
35	365	410
35	366	411
36	369	414
36	370	415
36	371	416
36	372	417
37	374	420
37	375	421
37	376	422
38	378	425
38	379	426
38	380	427
39	382	430
39	281	431
39	383	432
40	281	435
40	386	436
40	387	437
41	281	440
41	389	441
41	390	442
42	281	445
42	392	446
